sexo_jefe,edad_jefe,ingr_trim
1,45,14190.5
1,57,8910.16
1,38,8601.87
2,37,9019.24
1,63,23731.86
2,30,45978.25
1,36,31273.86
2,77,22302.1
2,45,42734.18
1,66,34598.86
2,70,8694.5
2,41,17762.28
1,50,35700.09
1,57,23370.46
1,40,25440.95
1,28,18344.26
1,55,900
1,39,31841.44
1,24,14035.82
1,37,15928.62
1,37,42368.9
1,70,77419.45
1,28,16939.5
1,58,23774.86
1,43,52429.2
2,96,3860.95
2,25,33944.47
2,59,15709.29
1,28,41220.4
1,60,23704.91
1,52,22343.78
2,68,30127.12
1,83,37198.22
1,47,23462.26
1,61,37352.43
2,48,25652.92
1,32,42459.88
2,49,21106.43
1,64,44949.5
2,32,41499.36
2,60,91043.98
1,66,26189.98
1,64,13305.1
1,48,41728.64
2,89,4469.51
1,66,11249.78
1,39,20976.99
1,38,21384.42
2,66,15263.99
1,28,19227.75
1,36,15318.97
2,30,10035.68
1,55,34533.35
1,52,15540.38
1,46,45609.07
1,33,51125.69
2,78,31816.11
1,48,65016.38
1,42,18864.86
1,63,27944.25
1,63,52478.84
1,59,20547.53
1,38,34496.76
1,26,24958.26
1,25,31861.14
1,47,34275.86
1,48,70980.9
2,44,22351.31
1,45,28191.24
1,51,67780.04
1,63,29655.77
1,61,30339.94
1,64,11047.23
1,28,24017.86
1,27,19938.34
1,50,26495.31
1,34,37240.67
1,43,25946.2
1,42,32451.93
1,32,71268.98
1,24,16642.62
2,81,10362.3
1,42,27833.08
1,40,28083.64
1,24,22475.45
1,73,16600.27
1,40,17570.8
1,67,28923.63
2,55,17260.15
2,45,13408.55
1,46,6666.19
1,58,54334.76
1,60,63574.21
2,76,10577.63
1,34,98085.84
1,48,47044.25
1,37,35304.81
1,54,35895.18
2,40,13041.5
2,57,58727.11
1,55,34020.45
1,29,32434.68
2,82,16200.62
1,66,13835.37
1,33,27405.8
1,36,29958.19
1,33,29673.85
2,57,16196.95
1,27,11580.65
1,49,21083.51
1,33,18285.24
1,41,66967.27
1,53,24701.47
2,39,30019.14
2,62,12657.93
1,38,18439.7
1,59,46262.25
1,58,68203.66
1,36,27077.84
1,36,42091.23
2,75,26924.95
1,43,43371.1
1,56,52957.35
1,73,10529.49
1,60,60098.33
1,37,67106.53
1,34,22578.66
1,66,27541.78
1,62,14754.68
1,60,110424.77
1,74,125758.67
2,65,75035.75
1,38,29943.31
1,33,53370.41
1,48,58776.39
1,73,23464.04
1,49,28661.77
1,28,12317.68
1,43,26139.34
1,45,36590.13
1,43,45302.37
1,55,61374.55
2,38,26288.97
1,42,44495.08
1,53,79650.91
1,31,29279.8
2,72,17358.52
2,82,22587.23
2,80,10877.15
1,63,32153.21
1,67,19384.36
1,46,64605.89
2,51,11070.7
1,42,27327.56
1,40,62709.49
1,61,24976.95
1,33,12223.66
1,32,15893.56
1,63,18678.2
1,56,10948.44
1,58,28459.69
2,78,5371.45
2,50,9903.76
1,61,17331.85
2,61,9388.35
1,46,9747.26
1,59,29173.82
2,68,13200.66
1,34,25846.78
2,44,53827.69
1,37,34724.39
1,28,15393.39
1,53,20392.28
2,46,21936.38
1,61,8210.52
2,48,16504.27
1,22,24791.9
2,59,33481.31
2,52,19497.03
1,36,31620.83
1,87,44305.45
2,71,19525.23
1,67,13219.66
2,61,30857.23
1,34,24298.2
1,32,52021.95
1,44,36252.19
1,68,17742.63
1,34,20065.55
1,60,23964.63
1,53,40375.1
2,63,30058.26
1,42,15262.45
1,72,23368.12
1,55,96095.14
1,72,13385.31
1,43,25719.28
1,55,35640.7
1,36,50850.72
2,75,15936.45
1,97,22920.42
1,41,26085.62
2,38,21180.65
1,55,103869.97
1,35,29016.36
1,69,16578.13
2,40,62125.25
2,80,8080.27
1,52,12949.15
1,54,32815.05
1,34,39663.9
1,70,51128.26
1,76,23471.77
1,58,31672.1
1,67,56100.51
1,59,43302.6
1,38,19774.99
1,42,30147.65
1,52,25891.58
1,50,30270.83
1,41,46739.05
1,23,25063.02
1,84,8714.08
1,46,16908.12
1,58,23306.96
1,48,22097.92
1,36,12691.14
2,60,6037.54
1,44,10091.05
1,74,28670.57
1,41,20650.67
1,68,16023.05
2,37,8026.17
1,37,14397.76
1,36,24227.86
1,40,21857.01
1,62,14467.97
2,24,9555.38
2,50,10533.64
2,59,5403.64
1,56,5878.23
1,30,19049.24
1,79,11694.16
1,26,16303.27
2,44,8990.15
1,40,70229.49
1,74,9869.49
1,28,36280.3
1,41,82790.14
2,29,32658.87
2,55,117500.71
2,80,31840.4
2,53,25090.15
1,26,14343.53
2,54,23844.3
1,55,22410.71
1,55,13468.43
2,82,8245.9
2,44,71237.89
1,56,26356.22
1,33,29877.9
1,59,32887.2
2,60,16990.16
1,32,23385.24
1,39,126352.13
2,33,17237.7
2,32,30565.57
2,33,18978.24
1,37,26087.99
2,75,48711.67
1,64,24917.7
1,37,34941.25
1,56,23285.33
1,29,22361.96
1,41,18316.87
1,40,16461.8
1,39,64610.38
2,45,51132.36
2,30,13733.65
1,46,6115.69
2,34,30218.77
1,27,10842.91
2,60,7021.69
1,65,50227.04
1,38,24217.97
1,33,20564.43
1,40,36774.69
1,32,17131.31
1,42,24931.44
1,41,30450.47
1,62,64611.14
1,54,47928.31
1,46,13180.59
1,55,24137.67
2,34,12741.2
1,37,15090.91
1,57,24649.27
1,44,23073.54
1,46,15204.05
1,52,18168.07
2,78,45095.6
2,54,58013.13
1,49,36863.72
1,52,49215.25
1,36,31524.85
2,44,25204.9
1,50,72245.88
1,28,27196.71
1,37,46858.64
1,35,35459
2,34,21796.71
1,48,28937.67
1,48,50286.86
1,24,29508.19
1,42,22598.36
2,65,9369.54
1,30,18706.77
1,40,18072.5
1,51,17154.27
2,54,38379.7
1,54,18769.02
1,74,25454.41
1,31,37402.99
1,70,44442.85
2,45,15843.08
1,46,76454.22
2,77,5684.99
1,64,23796.65
1,53,42037.37
1,58,11114.29
1,45,58569.42
1,44,31001.69
1,42,63540.94
1,43,18741.07
2,64,21348.1
1,51,110950.83
2,47,42841.48
1,35,38568.14
2,51,29946.11
1,35,22687.74
1,58,30233.61
1,29,19171.93
1,48,14137.42
1,31,23329.36
1,31,38134.09
1,44,27591.49
2,31,29284.71
1,69,12341.27
2,52,28051.14
1,56,13529.96
1,60,111701.2
1,42,23912.04
1,36,39701.08
1,38,16524.58
1,55,35373.96
1,33,32950.81
1,32,17163.93
1,39,10928.54
2,82,45278.02
1,45,91178.31
2,54,23707
1,47,40901.76
1,60,55400.25
1,37,21836.74
2,23,6561.44
2,76,26354.48
1,26,17146.38
1,68,36237.37
1,54,35108.95
1,22,17280.49
1,25,33378.85
1,50,95382.57
2,30,39390.2
1,57,48626.63
1,53,46177.53
1,22,22672.13
1,31,37116.35
2,53,44616.37
1,20,16622.95
1,36,48245.88
1,29,12499.21
1,36,65385.21
1,69,28435.82
1,34,82828.12
1,26,15973.2
1,60,53887.96
1,54,30180.89
1,28,16086.39
2,38,13361.13
1,53,15924.27
1,49,25563.91
2,36,15508.59
1,47,34313.09
2,38,50139.32
1,39,38404.91
1,42,5778.67
1,65,17413.76
1,37,72496.79
2,76,6855.38
2,41,31121.59
1,83,12373.15
2,44,20579.74
1,73,22612.94
1,50,22449.39
1,65,26428.32
2,29,17053.71
1,27,17642.47
2,28,28287.14
1,36,19378.84
1,38,17327.45
2,62,20418.94
1,28,25745.89
1,23,18196.71
2,56,28392.67
1,60,25528.72
1,34,27693.9
1,48,33241.86
1,56,74410.35
1,30,51840.69
1,44,31880.63
1,23,30353.86
1,54,35764.19
1,45,27605.65
1,38,18060.8
1,47,27674.41
2,70,19053.76
1,42,30732.34
1,38,36766.53
1,41,23969.25
2,62,11623.03
1,53,10997.08
2,49,10678.91
1,31,19170.88
1,60,31461.87
1,33,35552.41
2,36,76782.62
1,50,33369.08
1,57,50339.21
1,46,26203.47
1,35,20945.66
1,64,21811.44
1,67,18971.11
1,47,47285.91
1,26,14397.77
1,29,79845.65
1,23,17424.48
1,59,14546.6
1,68,6307.56
1,51,30832.53
1,31,16953.84
1,46,53726.36
2,50,33189.65
2,66,15303.93
1,45,39441.23
2,81,10753.18
1,54,18383.6
1,27,34187.31
2,47,19149.81
1,64,24119.98
1,79,33151.46
1,61,46502.06
1,32,22990.68
2,36,24076.55
1,64,17891.14
1,39,33596.86
1,64,31604.83
1,29,21298.82
2,42,12800.03
1,17,12307.27
1,45,14583.95
1,28,29284.71
2,64,52116.77
1,38,21455.19
1,52,19191.26
2,40,64238.06
2,22,24401.86
2,48,11407.78
1,34,29447.74
1,41,30843.07
1,49,39844.2
1,42,23863.69
1,33,24565.57
2,93,11581.95
1,40,32385.23
1,39,38424.58
1,58,47991.14
1,69,91746.43
1,62,48762.6
1,52,37665.25
1,45,21029.93
1,41,24502.55
1,52,22887.18
1,61,39040.47
1,38,20007
2,54,35741.22
2,42,14023.84
2,70,35741.22
1,27,18821.24
1,86,23288.35
1,50,39570.64
2,42,41174.95
1,54,40625.68
1,48,76055.34
2,42,48159.12
2,66,36684.77
2,28,66289.74
1,23,22354.81
1,38,22010.86
2,46,22235.38
2,64,52967.92
1,58,228266.08
1,62,25762.96
1,30,37435.36
1,30,15222.99
1,37,17006.4
1,58,51953.2
1,42,62720.45
1,37,14855.36
1,62,47947.11
2,53,8267.87
1,53,16898.35
1,60,77852.41
1,72,12616.14
1,42,85963.15
1,33,14972.42
1,34,32664.14
2,50,31463.56
1,32,33523.75
1,60,29298.1
1,41,32364.16
2,38,25816.56
1,39,21943.59
2,56,36707.27
2,35,79317.37
2,53,32586.43
2,35,23190.51
2,40,62837.64
1,40,78776.03
1,50,39301
1,43,18637.43
1,49,35438.36
1,36,23526.77
1,44,32104.57
2,35,52070.53
2,57,8772.78
1,31,15766.61
2,35,13728.54
1,26,31478
2,44,22329.73
1,64,23846.67
1,79,16710.25
1,31,58194.07
1,33,28691.76
1,35,36638.81
2,54,33166.67
1,34,28340.93
1,32,38733.19
1,42,40372.47
1,28,12009.08
1,44,57873.62
1,71,63718.3
1,22,19889.5
1,28,32737.47
1,44,65394.74
2,46,47065.92
1,20,21776.23
1,41,11987.79
1,45,19338
1,73,24469.85
1,65,22335.41
1,73,17012.09
1,20,21570.64
2,36,45068.69
1,42,52278.65
1,56,24344.26
1,51,37703.72
1,76,19232.33
1,43,22104.62
1,34,26381.48
1,44,49365.73
1,58,60031.42
1,62,43209.12
2,85,17853.97
1,47,30031.09
1,54,71838.03
1,56,36995.37
1,34,27511.98
1,76,9119.83
1,70,21882.81
1,44,22991.07
1,42,67706.54
1,48,34497.31
2,65,29452.54
1,67,45273
2,80,35744.87
1,74,38583.86
2,34,49885.84
1,38,55022.42
1,27,19676.74
2,53,36500.16
2,23,16706.16
2,75,10827.13
2,41,54340.81
1,46,36122.7
1,34,17252.04
1,58,9231.17
1,31,31317.31
1,58,22832.48
1,58,26880.99
2,50,55073.47
1,24,14532.78
1,44,56384.93
1,55,25745.5
1,34,20434.42
2,57,44427.46
1,27,27643.11
2,37,19798.04
1,37,74576.02
2,67,16312.98
2,40,40601.63
1,47,38132.48
1,42,38166.97
2,53,27730.03
1,46,77399.32
2,47,65012.06
2,48,75853.93
1,67,95792.22
1,49,45663.64
1,32,35055.02
2,38,80286.86
1,72,79789.39
2,55,64945.04
1,27,37322.22
2,40,73942.57
2,40,29877.03
1,50,59090.14
1,60,86532.76
1,54,29680.55
1,55,16945.19
1,52,21474.54
1,54,30557.44
1,43,12418.83
1,75,15663.51
1,57,23944.49
1,82,8452.76
1,79,49476.09
1,70,11165.95
1,27,6732.25
1,66,10644.72
1,37,23462.46
1,90,13338.31
1,29,8323.89
1,20,14882.98
1,47,10885.9
2,69,13131.14
1,28,13441.95
2,32,34278.66
1,46,58157.98
1,47,38671.44
2,49,11628.44
1,48,78005.24
2,26,54079.5
1,49,85927.57
2,41,32092.29
1,30,41021.02
1,52,45892.43
1,27,50073.53
1,58,68933.81
2,20,20441.64
1,47,48773.59
2,60,36880.32
1,38,25507.85
1,32,43524.58
1,43,40363.12
1,54,52211.9
1,35,41101.94
1,67,58649.87
2,55,26338.13
2,42,41752.31
1,33,18192.03
1,23,24882.53
1,30,32399.04
1,64,23348.85
1,52,20906.37
1,37,6043.39
1,32,38310.85
1,37,11515.68
1,41,12690.67
1,55,48142.61
1,28,15639.34
1,30,21245.9
2,43,21147.52
1,58,35247.52
2,55,24139.43
2,42,41159.06
1,50,36368.84
1,40,53880.96
1,36,39434.15
1,30,30009.69
1,64,33827.62
2,41,32328.48
1,53,57809.74
1,29,40975.09
2,43,10915.95
1,63,12330.2
1,85,4441.92
2,60,18430.22
2,65,10255.16
1,85,8526.01
2,62,7164.21
1,37,9997.67
1,40,9267.84
2,43,6921.87
1,40,30363.7
2,67,15583.51
1,30,24709.38
1,34,18480.31
2,33,19354.18
2,89,5827.32
1,57,22148.83
1,41,16596.45
1,49,17655.98
1,65,24277.56
1,74,12242.95
1,48,8034.46
2,70,11875.06
1,35,35599.54
1,50,65205.21
1,47,42466.75
1,46,57074.27
1,28,20570.55
2,57,4703.53
1,48,43103.91
1,32,40155.92
2,30,33815.34
1,22,29670.63
1,37,81688.5
2,38,28958.25
2,53,58616.53
1,23,22899.72
2,25,23731.58
1,53,31603.26
2,54,49653.49
1,56,81761.41
1,51,30609.81
1,58,30150.03
1,54,41333.22
1,35,31492.61
1,30,14077.47
1,56,33303.63
1,81,39093.95
1,29,28643.62
1,29,20609.15
1,32,6571.03
2,65,4087.55
1,60,8542.29
1,26,6790.63
1,23,7522.97
2,43,9970.34
1,52,49573.74
1,33,959688.88
1,41,13967.2
2,44,45518.35
1,78,25957.44
2,63,9723.13
1,28,18522.12
1,45,50686.68
1,50,53331.68
1,33,16827.6
1,37,77139.01
1,61,13844.39
1,31,73689.33
1,32,61947.13
2,43,31643.21
1,53,13428.93
1,41,149512.4
1,25,56639.35
1,62,17619.95
1,45,37799.64
1,60,89170.6
2,35,28336.64
2,59,14097.97
2,30,22036.97
1,38,49545.7
2,43,40332.56
1,21,21149.6
1,39,26890.79
1,65,14519.99
1,45,30565.55
2,44,63737.66
1,45,32235.25
1,45,39472.19
1,42,73764.01
1,38,53477.3
1,69,55740.65
1,52,127991.15
1,49,93248.51
1,38,27555.39
1,48,19233.86
1,62,15540.84
2,37,25393.75
1,80,19956.51
1,55,46347.45
1,47,40313.79
1,54,52213.32
1,34,28918
1,30,68113.75
1,55,44646.88
1,37,48514.68
2,30,62383.86
2,67,14708.62
1,49,10059.19
1,42,42084.13
1,41,49958.49
1,44,46722.19
1,46,40522.67
1,54,33276.79
2,39,22924.88
1,85,13122.87
2,52,17430.98
2,32,13100.51
1,42,17367.08
1,59,26375.39
1,35,17622.29
1,41,40932.78
2,58,26827.86
1,38,18762.29
1,59,21823.39
1,20,16138.14
1,35,24588.05
1,34,30112.02
1,38,42375.48
2,68,28770.49
1,32,76526.65
1,63,10650.05
1,57,39653.2
2,65,10050.12
1,41,8928.42
1,67,43990.17
2,86,19784.38
1,47,25838.53
1,56,41798.19
1,45,23937.24
1,49,13893.43
1,47,35963.81
1,72,19170.47
1,30,29478.67
1,37,39548.24
1,31,25003.01
1,41,19180.43
1,32,15631.34
2,60,11421.06
1,40,13007.5
1,41,56991.25
1,28,12013.66
2,42,86693.24
2,63,36675.42
1,49,25223.58
1,55,135261.4
1,39,33849.39
1,60,40433.07
1,45,13370.59
2,67,30761.55
1,50,43032.78
1,24,32531.42
1,36,18452.45
1,58,77026.47
1,35,20916.39
2,54,16460.63
1,45,27187.55
1,27,26821.17
2,33,24686.55
2,35,17858.06
1,45,24091.64
1,33,25944.54
1,39,26051.76
1,39,43039.91
1,34,21549.62
1,36,19231.86
1,74,4072.84
1,42,72037.83
1,37,63042
1,36,268416.67
1,36,55076.08
1,45,126306.07
1,38,139659.32
1,42,108201.91
1,36,35400.42
1,34,114724.73
1,45,177905.39
1,47,273963.3
1,52,30336.19
1,46,73148.63
1,44,284662.85
1,39,23912.78
2,19,16615.03
2,17,20331.02
1,41,33656.45
2,32,23008.66
1,56,94356.39
1,48,22693.42
1,29,22739.81
1,45,41862.43
2,37,48696.79
1,45,70147.32
1,27,16551
1,39,50521.13
1,45,23070.49
2,61,29828.83
1,40,47901.62
1,49,23803.27
1,82,65355.72
1,49,41385.22
1,36,35197.36
1,27,63974.9
1,32,21573.68
1,40,31962.74
1,28,31642.73
2,53,25144.07
1,73,41953.61
1,58,5455.17
2,52,25895.12
1,49,38111.02
1,46,9563.04
1,42,16964.93
2,42,15053.21
1,74,6229.16
1,29,43526.37
1,50,25122.98
1,47,17341.47
1,66,17491.9
1,39,21472.02
2,48,23259.7
2,49,10518.48
1,35,26802.11
1,68,33326.64
2,65,28421.61
2,42,45680.14
1,43,54392.53
2,51,49843.95
1,29,13302.66
1,47,10444.5
1,44,20984.46
2,41,16975.38
1,35,39256.7
1,57,44988.63
2,33,26061.94
2,74,6525.58
1,44,65185.28
1,36,28372.09
1,35,21921.61
2,22,13092.83
1,30,12049.16
1,33,7009.16
1,50,35267.16
2,25,21713.1
2,59,41473.2
1,41,39442.61
2,36,12174.58
1,31,13636.24
1,49,11673.9
1,57,13397.22
1,37,24890.08
1,33,10944.93
2,38,29065.38
2,38,13585.12
1,24,25762.29
1,79,17183.59
1,45,28404.23
2,37,20817.28
2,58,29633.39
2,91,20399.25
1,69,31555.02
2,72,26177.17
1,62,19043.23
1,35,14402.43
1,26,7831.45
1,51,24930.84
1,25,4991.61
1,38,30146.52
1,63,17744.3
2,32,42835.39
1,60,43686.28
1,60,20595.24
1,45,38664.21
1,80,84311.85
1,59,21067.3
1,49,85294.03
1,51,64335.77
1,33,36607.09
1,31,42578.77
1,36,31329.26
1,59,26790.13
2,49,42374.93
1,80,34272.13
1,50,44664.79
2,64,21801.61
1,46,43250.15
1,75,19379.91
1,69,21623.63
1,40,25892.34
2,53,29032.56
1,40,16886.03
1,72,9042.28
1,67,6320.93
1,59,24381.11
1,36,43836.33
1,40,15538.56
1,39,14648.66
2,53,10631.47
2,79,6724.75
1,65,5877.03
1,28,17163.93
2,38,10642.62
1,85,11645.88
1,46,14645.53
2,89,14374.74
2,60,70366.98
2,52,5767.98
1,55,15095.42
1,50,24534.99
1,44,48845.16
1,40,33981.13
1,52,31045.56
2,52,27719.48
1,58,14626.56
1,63,47178.18
1,49,24137.39
1,51,31886.07
2,60,54997.48
2,64,15439.08
1,54,36763.24
1,52,29845.5
1,47,69567.73
2,43,29376.32
1,49,139760.04
1,35,34392.77
1,52,48614.74
1,40,37457.82
1,29,36278.15
1,38,46721.28
2,77,31255.89
1,50,49035.09
1,34,25079.25
1,42,45296.59
1,37,24118.84
1,51,33157.09
1,35,42273.19
1,37,26717.75
1,40,22961.14
1,50,35223.66
1,53,50849.29
2,51,32995.71
1,55,73207.83
1,60,37582.24
1,65,49066.1
2,62,35787.43
2,53,23748.45
1,52,22223.29
1,44,36267.72
1,50,16827.64
1,55,48583.04
2,33,16032.78
1,58,15765.8
1,76,31626.45
1,42,38889.77
1,48,44574.89
1,30,21141.87
1,26,26014.23
1,28,19745.89
1,68,22081.95
2,48,15262.23
1,59,4039.97
2,24,26060.4
1,50,10887.57
1,73,7546.69
2,26,45255.5
1,62,21713.29
1,67,23889.36
1,59,25051.65
2,25,31217.91
1,56,25059.7
1,68,20409.8
1,66,19475.39
1,43,15156.41
1,42,6118.32
1,55,10980.7
1,76,15166.02
1,20,8640.24
1,33,12001.02
1,32,21929.81
1,36,19484.63
1,43,69557.44
2,49,12817.06
1,30,9461.78
1,16,49638.23
2,47,17834.1
1,53,34875.68
1,25,17543.01
1,55,15249.6
1,46,9757.38
1,50,46691.54
1,37,12867.85
1,44,29495.46
1,32,22942.61
1,29,25857.02
1,23,34367.21
1,18,20462.16
1,25,33196.72
1,49,64407.49
1,29,21098.36
1,47,55235.34
1,41,42282.29
2,30,35151.79
1,29,51431.82
1,33,38063.7
1,33,15707.89
1,42,21943.85
2,32,41171.26
2,58,34298.15
1,63,9371.04
2,41,94062.9
1,86,24193.95
1,64,46449.02
2,66,25906.31
2,86,64258.29
1,41,25140.71
1,58,8154.5
1,36,37632.77
1,74,60159.31
1,58,51934.39
1,59,26065.57
1,50,22647.53
2,60,22204.91
1,62,36260.62
1,54,27599.97
1,55,20459.01
1,46,23606.55
2,38,31273.74
1,26,13087.7
2,73,18773.55
1,49,106780.28
2,48,79771.62
2,66,32187.93
1,46,42854.99
2,31,32869.56
1,43,94256.21
1,49,36274.28
1,36,25514.6
1,53,43927.85
1,63,32669.76
1,76,67613.22
2,32,43131.13
2,46,37126.56
2,83,4620.06
2,74,12810.79
1,65,42450.99
1,43,30736.32
2,74,12135.78
1,30,54815.33
1,50,218692.23
1,70,33655.48
2,74,42457.72
1,26,61795.3
2,22,36382.57
1,33,78983.59
2,33,18855.11
2,52,22804.2
2,70,22693.16
1,42,20613.56
2,68,41365.06
2,56,46247.68
2,53,31264.09
1,33,23913.17
1,50,15332.28
2,78,36587.16
1,42,13086.3
2,23,16141.3
2,25,35770.77
2,26,19565.21
2,27,32282.6
1,34,37862.45
1,38,34680.36
1,33,26472.99
1,19,33529.87
2,39,15821.39
2,64,74668.88
1,59,17163.66
1,41,42807.03
1,53,20658.45
1,40,37032.12
1,48,52424.68
2,82,9905.77
2,62,39628.35
1,46,83311.41
2,45,50458.99
2,60,40121.59
2,60,7223.34
1,62,49452.89
1,48,43155.71
1,61,36319.65
1,38,50476.48
1,78,15114.08
1,47,22919.83
2,54,29344.25
1,26,17607.17
1,57,64725.52
2,51,107178.36
1,63,37621.71
2,48,37328.66
2,92,87003.04
1,67,55895.05
1,24,50717.78
1,34,34564
1,21,18489.13
1,56,47473.72
1,37,52233.06
1,60,83062.08
1,61,148455.63
2,36,50698.33
2,20,23718.57
2,64,124409.52
1,33,27929.34
2,22,21521.72
1,51,42459.71
1,55,16914.11
2,54,168656.52
1,67,182644.41
1,22,39658.6
1,49,39602.66
2,56,50068.48
1,50,14673.91
1,24,26296.09
2,58,33148.91
1,32,59050.63
1,38,61947.88
2,20,19796.36
1,28,31727.18
2,64,61507.56
1,53,17519.51
1,64,124161.4
1,71,30910.03
1,50,157723.41
1,26,16760.34
1,31,36377.09
1,35,73953.62
1,62,86316.75
1,36,32394.39
2,51,149274.9
1,71,91743.42
2,48,63362.36
1,21,25240.69
1,20,32199.59
1,22,15660.37
2,60,29062.1
2,85,46004.15
1,53,37584.49
1,52,49182.05
2,77,17187.21
2,76,26888.32
2,58,38230.32
1,68,12233.48
1,34,84650.86
1,45,40729.87
1,27,22313.74
1,42,87211.96
1,53,27249.33
2,55,39309.66
1,34,104882.35
2,90,12874.42
2,52,98163.89
1,39,67286.86
1,47,46052.41
1,45,63098.32
1,63,145370.97
2,25,27840.81
1,65,39884.13
1,29,22255.43
1,19,40148.04
1,61,8890.17
1,32,29425.52
1,39,102688.93
1,42,79570.71
1,71,34617.3
1,46,50869.56
1,33,163505.23
2,67,162833.07
2,30,245054.33
1,40,147535.08
1,43,170272.59
2,64,166031.06
2,73,21553.24
1,73,52175.48
1,60,85847.82
1,49,69646.69
2,61,72914.32
1,45,91213.01
2,26,17853.24
2,69,97735.74
2,68,98748.06
2,23,22669.82
1,59,46246.49
1,68,31554.85
2,24,56931.77
2,23,13523.83
1,27,175975.43
1,38,142734.41
1,61,29259.67
2,58,56729.71
2,68,61719.84
1,61,168543.63
1,25,30815.21
2,61,14241.5
1,33,49206.5
2,37,34997.27
1,47,179706.97
1,45,78030.52
1,53,87630.81
1,44,55805.81
2,41,43504.8
2,26,54857.36
2,21,5465.03
2,24,24689.56
2,19,11144.94
1,58,85372.12
1,59,45656.35
1,68,37297
2,51,143810.61
1,69,147312.94
2,78,29374.38
1,64,49796.62
2,70,46323.92
2,28,53010.46
1,39,57194.55
2,53,46920.31
1,22,60509.58
1,31,76051.28
1,35,40303.25
1,51,35394.35
1,28,53003.3
1,68,88835.15
2,71,83381.26
2,55,51264.8
2,64,57209.85
1,42,20157.07
2,64,27777.06
1,40,37958.24
2,62,26872.68
1,67,41856.1
1,58,75852.7
1,32,26437.46
2,59,28426.22
1,58,23945.9
1,22,19022.53
1,38,46795.07
1,67,33590.15
1,27,15242.8
2,34,18470.61
1,66,54686.32
1,45,32814.49
1,43,21792.87
2,20,29921.28
1,57,29823.42
1,44,30368.84
1,40,44237.67
1,26,31384.56
1,27,14552.45
2,40,12084.59
1,40,20974.02
2,47,72432.75
1,23,43462.6
1,62,35409.83
2,46,34147.03
1,63,29606.54
1,31,42440.15
1,51,93919.33
2,58,21740.61
1,29,12877.67
1,43,36410.27
1,33,16901.01
1,44,57476.55
2,56,28908.73
2,44,32625.98
1,29,51632.66
1,65,68636.41
1,42,68094.62
1,84,14348.86
1,26,45510.98
1,47,120423.69
1,64,9153.96
2,78,4024.75
2,35,12447.57
2,47,148580.77
2,32,94995.42
1,39,87712.93
1,42,53318.34
1,39,22451.6
1,53,34348.12
2,67,17035.8
1,47,25603.98
1,64,43367.49
1,34,35262.28
1,58,55210.78
1,75,78688.49
1,51,38999.99
1,44,60777.03
1,32,119754.09
1,43,65531.03
1,17,19296.55
1,26,49141.64
2,46,129748.22
2,46,85906.52
1,29,62514.75
2,72,11230.48
1,49,40290.13
1,50,55662.37
1,70,44774.93
2,48,84116.14
1,50,29789.61
1,53,24803.77
2,81,34902.1
1,65,394558.21
2,59,89710.7
1,65,45160.91
1,57,290313.53
1,55,36347.23
1,59,52531.93
1,42,35353.35
1,68,27972.14
1,26,34866.22
1,41,31324.42
2,102,42636.61
1,57,37761.03
2,49,23901.62
2,73,22122
2,48,35415.57
1,37,47533.43
1,32,34318.03
2,75,39989.05
2,65,43806.19
2,39,46374.89
2,37,19109.52
1,76,38648.85
1,52,43239.1
1,49,153048.73
1,34,17649.17
2,78,9446.2
2,46,46842.31
2,57,115433.78
1,24,63749.99
1,43,21427.86
1,53,16979.52
1,21,32432.67
1,18,29614.21
1,32,34989.21
1,63,87947.3
1,46,38898.56
1,45,123442.6
1,45,72590.16
1,70,35258.25
1,50,78762.26
2,59,37500.49
2,63,53363.13
1,74,19875.4
1,74,35227.84
1,56,40362.29
1,58,188256.89
2,68,56380.32
1,32,59137.45
1,58,29673.85
1,43,67752.6
1,29,27795.98
1,27,28065.03
2,75,13757.49
1,70,33170.53
1,74,139754.75
1,20,39655.36
2,52,30156.65
1,39,43091.23
2,78,20918.77
1,41,14469.61
1,47,151324.31
1,80,57179.63
1,32,124788.98
1,71,23352.03
2,46,56246.04
1,57,148228.59
1,48,62924.88
1,28,102374.97
1,27,29565.53
2,55,80777.7
2,51,63433.09
2,49,45020.09
1,38,70434.78
2,87,40730.91
2,35,20794.5
1,79,27449.34
1,43,24295.08
1,42,34436.34
1,43,33698.21
1,46,39822.22
1,43,29225.51
2,58,67462.9
1,47,69010.83
2,87,19924.33
1,43,29986.6
1,29,38347.82
1,60,42608.11
1,28,26088.81
1,24,22081.95
1,44,46401.63
1,42,46498.67
1,86,24986.35
1,63,17730.68
1,61,20208.67
2,50,28110.79
1,48,44774.99
1,60,143027.77
2,78,6238.15
1,69,37474.94
2,50,17469.85
2,66,11387.15
1,58,72035.25
2,31,96633.54
2,57,24979.11
2,45,17999.99
2,90,24565.36
1,73,25014.1
1,63,37580.24
1,24,29983.68
1,48,49237.18
1,23,89659.93
2,75,31812
2,63,92560.19
2,54,76049.84
2,65,20480.36
1,44,84355.9
2,30,94243.52
1,47,45432.77
1,66,27265.08
1,48,15408.66
2,56,67369.02
2,65,45673.71
2,83,35683.55
1,55,60974.82
2,36,15370.23
2,60,16883.64
1,53,41723.17
2,67,20954.16
2,64,54289.36
2,30,19838.75
2,65,38113.86
1,51,57492.54
2,46,26967.79
1,39,38008.56
1,31,41624.98
