sexo_jefe,edad_jefe,ingr_trim
1,66,38057.49
1,25,50277.17
2,62,60438.3
2,50,14221.16
1,45,42270.45
2,90,12314.98
1,36,36491.41
1,74,18196.69
1,33,15688.5
1,39,40011.67
1,64,19121.28
1,42,38001.6
1,43,24418.01
1,51,25230.33
1,19,33831.02
1,32,34308.4
2,40,55181.1
1,72,35473.61
1,27,36244.26
1,35,9404.72
1,64,12495.06
1,72,17006.66
2,90,12289.42
1,27,15538.56
1,62,17648.17
1,41,14541.44
2,39,9688.01
1,48,16631.35
1,40,22535.39
1,77,53238.17
2,54,11127.01
1,35,25131.12
2,36,12442.59
1,55,11037.03
1,34,19406.5
2,70,6220.31
2,23,19347.51
2,77,14360.64
1,37,9895.4
1,41,15770.14
1,45,22692.02
1,38,33935.85
1,64,18800.07
1,39,20557.25
1,53,16006.38
1,40,13981.37
1,60,6517.26
1,39,8729.48
1,33,12088.52
1,43,84405.22
1,43,13209.82
2,57,25401.61
1,58,17286.87
1,47,48041.36
2,75,9023.34
2,50,25409.19
2,39,14209.37
1,69,38670.92
1,48,18321.55
2,40,59878.25
1,34,12367.89
1,42,17700.51
1,53,20302.02
1,31,14719.29
1,49,32878.21
1,42,63034.93
1,61,17433.44
1,73,8208.98
1,51,11432.64
2,68,8460.84
1,25,9375.19
1,77,56229.76
1,72,27896.64
1,42,22354.53
1,23,38694.33
2,72,8018.88
1,28,14765.29
1,38,30210.3
1,49,33416.63
2,34,30727.86
1,77,19317.42
1,77,38903.48
1,76,22043.94
1,52,79519.25
2,65,10893.18
1,69,20462.99
1,74,7270.49
2,36,19477.34
1,41,12342.8
1,75,9981.68
2,40,19854.8
1,60,10155.23
1,64,24160.35
1,26,4706.19
1,35,9141.66
1,43,46959.45
1,47,16312.83
1,54,11306.53
2,35,10502.44
1,39,10724.53
2,57,48882.03
1,27,5958.67
1,45,39221.76
1,42,31616.86
1,82,48470.67
1,43,7981.96
1,80,9762.25
1,55,62083.73
2,19,14922.25
1,41,42388.71
1,73,21758.46
1,31,16568.21
1,50,26606.86
1,68,7451.82
1,60,9846.95
1,67,16013.67
1,53,5438.31
1,53,21530.23
1,55,20350.61
1,84,10020.97
1,58,13172.92
1,66,18295.05
2,42,11236.96
2,42,12034.4
1,32,45555.73
1,36,20449.14
1,52,10506.87
1,75,10670.14
1,26,19098.66
1,34,38680.28
1,43,14142.55
1,59,42862.55
1,25,14789.31
2,39,7231.28
1,64,15136.42
2,37,17265.96
1,33,11770.29
1,99,16269.51
1,29,12377.13
2,25,20031.91
1,69,12121.46
2,77,14373.42
1,41,15282.77
1,60,4614.47
1,54,25227.43
1,32,14116.96
2,68,15217.68
1,42,14524.81
1,53,5488.55
2,60,13451.05
2,27,3987.22
2,51,5768.52
1,37,14734.26
1,32,31034.51
1,26,25575.18
1,41,21641.55
1,49,90044.27
2,35,34547.55
1,49,28146.91
2,56,131527.59
1,54,55229.59
1,62,58189.6
1,75,18068.93
2,35,49187.54
2,47,9908.5
1,44,9732.78
1,22,20114.74
1,20,15691.32
1,45,18756.91
1,45,53040.96
1,41,11327.26
1,54,31643.58
1,56,60604.86
1,77,11326.58
1,75,9676.48
1,50,56889.01
1,36,100405.17
2,80,8816.79
1,62,66210.24
1,22,16434.78
2,48,20953.22
1,31,3213.81
1,67,10258.31
1,60,19769.02
1,28,10562.98
1,30,13079.93
1,85,10190.25
1,54,19639.44
1,50,31569.91
1,45,19067.68
1,37,11345.61
1,65,8932.65
2,40,13900.3
1,44,14127.52
1,40,19259.97
1,31,16037.53
1,63,5569.16
1,38,20976.36
1,52,15990.45
1,67,12293.08
2,27,31104.42
1,62,11592.78
1,60,18012.75
2,61,11250.46
1,47,38191.21
1,46,38485.96
1,76,18839.6
1,40,66619.78
1,75,12105.37
1,59,14710.78
1,72,27486.31
1,50,10317.57
2,26,1800.3
1,47,5097.52
1,68,3495.23
1,62,16136.04
1,52,25875.28
1,48,4727.96
1,49,98508.17
1,52,11063.08
2,57,17964.53
1,45,20627.74
1,59,17166.87
1,25,41647.33
1,46,22992.61
1,47,18127.45
1,37,4484.81
1,33,4324.62
1,63,5465.23
2,49,24930.17
1,73,7839.1
1,35,3556.79
1,23,5258.79
1,23,1702.74
1,27,7124.75
2,43,5037.58
1,23,1891.82
1,41,12497.88
2,85,8914.74
1,33,4956.15
1,46,10435.47
1,32,1918.46
1,40,3626.28
1,47,9126.89
1,41,9477.12
1,52,8409.44
1,27,6543.44
1,34,7470.38
1,25,7113.01
1,81,8539.51
1,68,67484.21
1,54,11770.5
2,68,15018.66
1,32,21128.5
1,21,29426.39
1,41,10460.52
1,38,6862.48
1,46,29826.71
1,36,16575.83
2,73,6840.17
2,49,9141.61
1,79,7096.7
1,43,2763.91
1,32,2658.19
1,43,10487.45
1,20,3899.99
1,63,21183.91
1,32,5698.81
1,88,13795.13
1,33,74725.61
1,33,4299.08
2,81,18074.16
1,51,26052.51
1,47,31004.52
1,44,24044.62
1,33,29872.73
1,43,18662.84
1,52,10351.03
2,49,18963.16
1,23,13102.8
1,28,15438.55
1,52,30000.19
2,58,13831.75
1,66,43798.78
1,42,16099.31
1,71,12524.09
1,41,34805.64
1,58,26747.54
1,28,21118.82
1,79,19146.85
1,70,22514.86
1,45,24410.3
1,49,43154.12
1,76,11119.66
1,26,8552.53
1,28,10777.57
1,23,12714.82
1,30,7869.85
1,34,11509.17
1,46,12031.8
1,50,7599.44
2,48,8395.01
2,40,11904.88
1,40,19043.99
1,45,2493.89
1,30,3285.28
1,20,2983.78
1,48,5809.97
1,74,5308.12
1,25,8204.22
2,60,11403.4
1,49,37909.7
1,45,20878.67
1,19,14983.22
1,52,17133.36
1,42,12238.88
1,42,28642.57
1,87,12770.04
1,39,6788.82
2,62,19524.93
1,50,18478.53
1,53,20763.43
1,70,9034.41
1,36,16429.72
1,54,13446.75
1,45,19122.07
2,47,12218.02
2,56,8254.16
2,50,11161.52
1,32,8671.15
1,42,13537.67
1,27,8943.1
1,47,5970.47
1,38,8883.91
2,47,13093.73
1,35,25027.86
1,64,17174.07
1,43,38290.81
1,42,24117.58
1,43,33633.42
1,42,20511.91
1,60,18536.91
2,66,11925.22
1,68,61409.51
1,57,41941.79
1,29,12207.18
1,60,41685.89
2,62,7742.46
1,40,19475.3
2,59,16960.41
1,44,7436.04
2,63,46278.64
1,90,7689.31
1,57,13465.05
2,35,17808.18
1,49,14911.45
1,40,15044.23
1,51,10062.29
1,54,13737.01
1,67,29118.16
1,58,30786.87
1,42,18516.36
1,70,42513.96
1,62,33586.33
1,28,8191.5
2,45,12503.98
1,38,26394.06
1,32,9355.94
1,53,18717.89
1,57,5633.66
2,64,85083.38
1,52,54142.65
1,56,35526.76
1,49,21949.84
2,43,49417.74
2,64,9831.15
1,38,13728.54
1,43,14337.55
2,50,6681.69
1,75,17993.84
1,35,16627.22
1,64,13369.57
1,66,15885.96
1,43,10041.56
2,48,22810.79
1,44,38081.81
1,41,7744.73
1,62,6641.26
2,37,14966.24
1,63,19115.8
2,23,6523.17
1,56,18391.51
1,85,7248.78
1,57,13440.96
1,45,16343.57
1,73,21494.72
2,68,10603.25
1,46,22418.1
1,57,17024.24
1,31,4182.99
2,28,66140.99
1,37,12553.74
2,29,23247.5
1,31,10089.82
1,32,6075.09
1,38,14207.98
1,43,24107.4
1,24,4953.13
1,43,13530.49
1,67,9586.64
2,33,14770.58
2,74,8407.49
1,38,21395.46
1,30,6724.29
1,31,19945.18
1,64,15896.32
1,61,7307.21
1,38,13636.67
1,77,7255.84
1,34,13834.84
1,29,5868.22
1,55,22734.86
1,60,7771.16
2,48,20607.75
1,51,24514.48
1,43,13477.12
1,24,7063.04
1,69,17880.26
1,45,20320.56
1,72,48004.93
1,67,21752.3
1,66,18593.03
1,30,14467.35
1,55,21773.4
2,52,20712.67
1,30,11186.71
1,33,27057.57
1,38,38770.39
1,42,21253.5
1,46,14426.58
1,64,14318.09
1,40,8747.18
2,44,10814.54
1,40,6490.81
1,26,14929.66
1,39,27862.39
1,27,9914.97
1,31,20023.86
1,55,35999.98
2,49,40583.26
1,48,23845.53
1,25,8962.38
1,43,23257.6
1,53,15666.2
1,31,7841.77
1,70,5423.69
1,23,5636.42
2,27,16663.06
1,34,13309.05
1,36,16073.54
1,37,7573.54
1,58,4724.31
1,34,15383.96
1,29,9146.03
1,68,6127.35
1,72,10053.86
1,28,12727.66
1,70,5047.68
1,31,16004.3
1,27,10589.64
1,52,8196.69
1,36,16598.12
1,43,12199.64
1,59,26767.83
1,48,21520.28
1,47,12538
1,52,15344.22
2,50,10433.85
2,42,27826.47
2,65,26097.88
1,53,19679.52
1,42,19274.25
2,44,22225.55
1,39,13932.83
2,29,14331.5
1,43,18059.12
1,32,14166.15
1,30,3405.24
1,32,8620.3
1,36,11551.09
1,33,4211.8
1,41,15981.46
1,38,12515.85
1,28,5317.36
1,52,11443.41
1,48,17594.93
1,33,12082.07
1,26,8673.84
1,52,3296.35
1,86,6307.61
1,63,6480.77
1,82,12537.09
1,52,35065.38
1,79,8628.83
1,63,20678.77
1,49,4707.01
1,45,31756.77
2,63,11167.73
2,23,11615.13
1,63,12240.62
1,52,26579.93
1,33,11017.51
2,28,11891.6
1,64,4701.61
1,78,10742.91
1,46,4740.97
1,44,7702.59
1,58,5277.03
1,84,7992.23
1,34,7199.84
1,55,11691.03
1,43,21910.91
1,70,10204.36
2,46,12993.09
1,57,11158.21
1,34,10094.51
1,32,11301.06
1,56,35800.28
1,49,6106.92
2,25,7219.61
1,59,6116.9
1,34,27674.19
2,41,44921.36
1,27,3089.43
2,52,11274.55
1,54,21168.15
1,30,5643.92
1,39,16549.21
1,46,10416.8
1,55,145193.91
1,32,8967.43
1,32,16362.02
1,39,14187.12
1,43,27376.31
1,21,7964.19
1,60,12576.13
1,30,14332.76
1,33,6099.96
2,49,18748.23
1,47,11129.47
1,48,15477.36
1,48,34356.86
1,35,42055.11
1,29,19935.89
1,67,20364.47
1,73,18364.87
1,50,26969.45
1,48,17537.66
1,65,7789.42
1,53,19119.31
2,55,9896.03
1,33,11262.26
1,28,13709.49
1,65,3194.86
1,62,3063.23
1,60,6394
2,42,4571.27
1,47,4917.56
1,30,5686.93
1,23,3403.24
2,46,5853.78
1,34,5108.55
1,52,13649.43
1,40,12775.84
1,66,9386.14
1,49,11020.79
1,23,4900.82
1,37,11122.59
1,42,37532.28
2,30,19159.19
1,82,8343.33
1,63,28646.52
2,28,15784.71
1,50,14074.92
1,50,8345.39
1,53,12235.93
1,35,2285.08
1,77,8523.32
1,52,43460.6
1,57,16947.57
2,42,9490.8
2,25,10539.96
2,48,17518.4
1,25,22784.27
2,46,23516.56
1,65,12280.28
1,70,141293.11
1,36,35114.73
1,52,73475.39
1,39,72526.9
1,43,113188.51
2,32,9106.36
2,43,22549.17
1,64,14949.32
2,30,19952.95
1,51,16519.58
1,48,26505.33
1,49,7163.71
1,96,6819.18
2,44,41463.98
1,26,12225.48
1,31,19695.23
1,54,46886.73
1,59,88959.6
1,29,10953.42
1,73,14226.2
1,63,15112.3
1,36,13810.81
2,45,16246.45
1,40,10240.17
1,43,11173.87
1,42,15066.03
1,31,7121.59
1,52,12966.14
1,28,7412.67
2,34,9698.65
1,50,20511.9
2,31,20537.44
1,37,16568.98
2,53,14896.07
1,59,30500.18
1,64,9169.1
1,48,18553.42
1,33,22089.66
1,49,28142.29
1,77,10869.95
1,60,29393.5
1,44,11010.16
1,33,18976.91
2,48,12063.76
1,71,25653.35
1,78,13218.93
2,44,14014.42
1,27,10532.48
1,65,14272.1
2,52,16027.58
1,44,28893.42
1,47,16873.75
2,72,14680.31
1,47,22261.79
1,54,8581.96
2,31,32637.64
1,62,16989.67
1,54,8277.7
1,61,38704.31
2,49,17850.82
1,25,22916.67
1,54,60914.47
1,64,26384.73
2,69,37802.29
1,77,10563.74
1,39,33903.45
1,44,20371.05
1,72,5909.15
1,55,20782.68
2,68,14511.17
1,51,45913.38
1,46,13452.63
2,44,7287.86
1,43,18673.6
1,40,10344.59
2,77,10328.64
2,59,11829.71
1,50,8405.93
2,60,17733.35
1,62,13560.95
2,54,8959.65
1,50,8850.47
1,33,7768.03
1,62,19431.03
1,36,15390.27
1,36,8821.85
1,50,35546.91
1,67,16110.5
1,82,15954.96
1,27,10309.62
1,35,6088.98
1,67,10591.46
1,44,18656.02
1,32,10857.03
1,70,21111.66
1,40,10065.22
1,30,4974.07
1,60,27159.6
1,28,14593.75
1,24,10586.37
1,73,22761.89
1,38,30169.51
1,81,11437.12
1,43,18426.68
1,55,8434.09
1,33,10356.27
1,37,5794.23
1,45,15025.16
1,34,8592.59
2,40,12364.96
2,39,14928.85
1,41,45626.83
1,38,14165.28
1,62,13388.2
1,32,9018.19
1,52,19033.03
1,67,11489.52
1,40,10457.32
2,34,8744.23
1,65,12751.45
1,39,8402.93
1,36,13952.44
1,42,10054.4
1,53,9769.87
1,54,26295.72
1,24,10960.31
1,27,9609.82
1,32,17446.58
1,64,15201.46
1,36,5331.38
1,32,34760.17
1,58,22342.29
1,54,12678.1
2,77,11552
1,57,12994.09
1,56,19321.48
2,67,16006.2
1,39,26043.9
1,46,21495.69
2,39,26902.59
1,39,17794.39
1,40,5697.56
1,41,5835.94
2,52,5022.25
1,59,7791.04
2,52,11933.99
1,40,17879.26
1,41,16306.8
1,62,39177.09
1,76,13650.72
1,35,8853.47
1,25,8749.18
1,50,9321.9
2,76,20256.91
1,35,24247.06
1,92,27869.61
1,48,25143.72
1,79,21073.24
1,77,5540.64
1,60,26478.63
1,37,17746.2
2,53,8773.74
2,84,6454.07
1,25,21719.39
1,55,12568.2
1,29,23505.32
1,49,23382.71
2,28,12560.8
1,71,14227.7
1,24,9489.41
1,50,21790.18
1,40,24541.31
1,35,41359.25
1,60,14819.06
1,28,9540.23
1,28,3098.01
1,50,14645.7
1,28,6981.93
2,60,2339.92
1,33,13766.16
2,73,4705.03
1,57,19170.46
1,47,28057.34
2,84,13358.01
2,34,5251.36
1,38,24810.01
1,28,13615.17
1,40,15070.69
2,57,24656.66
1,52,8819.4
2,78,6357.29
1,40,8676.05
1,67,7165.62
1,33,8685.83
1,22,6601.69
1,65,8673.54
1,37,25050.67
1,47,21748.87
1,29,8730.76
2,30,12318.67
1,39,5811.12
1,55,5763.92
1,50,4057.36
1,46,19543.5
1,38,19174.46
1,64,47477.05
1,68,8536
1,40,7390.39
1,29,7898.1
1,34,43207.78
1,45,17886.44
1,22,55696.18
1,32,7439.15
1,27,17742.02
1,25,11242.4
1,44,25934.04
1,58,18825.49
2,37,14475.38
1,43,28852.42
1,46,32234.22
1,43,61938.42
1,64,7782.46
1,59,16521.7
1,56,22716.98
1,78,5868.22
1,51,37398.33
1,31,18866.73
1,46,35557.66
1,58,30227.24
1,32,22009.29
1,55,9058.54
2,62,5386.59
1,50,5609.42
1,43,7042.78
1,28,6358.98
1,29,8906.17
1,63,12575.62
1,32,12075.73
1,27,6132.57
1,53,6389.53
1,45,13549.74
1,50,9942.36
1,39,12849.31
1,57,13836.67
1,20,7172.44
1,39,8613.4
1,55,17213.21
1,67,6971.78
1,37,13283.56
1,37,20084.21
1,39,18274.4
1,57,8277.66
1,35,38767.76
1,28,20671.85
1,54,20283.49
1,72,34952.83
1,47,25142.78
1,25,22712.98
1,37,26938.63
1,28,17731.66
1,60,44074.26
2,37,15027.33
1,44,67300.97
1,26,26502.76
1,40,37932.85
1,64,28430.25
1,33,20534.43
1,26,7660.39
1,29,13578.23
2,53,16498.01
1,30,14778.66
2,38,14505.21
1,35,18599.96
2,42,14070.47
1,51,24779.93
1,23,16011.31
1,41,11969.85
1,27,10793.02
1,40,28761.8
1,42,15365.39
1,38,13087.78
1,32,15515.91
1,39,12105.8
1,52,19460.8
2,87,6489.96
1,33,33911.41
1,25,15510.05
2,88,3894.37
1,28,22260.95
2,51,3887.69
1,59,19215.73
1,49,14380.31
1,42,13687.83
2,65,8144.63
1,27,19769.53
2,43,14833.98
1,63,9193.33
1,24,12308.55
1,16,6099.92
1,25,5377.97
1,28,16241.47
1,40,28801.61
1,49,34439.6
1,44,29209.81
1,37,22220.13
2,21,10995.99
1,39,19945.96
1,29,8472.21
1,23,7041.22
1,29,10804.73
1,45,12019.72
1,42,16125.49
1,57,11722.34
1,79,7660.56
1,27,7223.78
1,47,13883.03
1,74,12097.36
2,65,7694.45
1,64,9135.44
1,60,5572.11
1,30,5061.63
1,59,67284.31
1,40,13262.9
1,53,67367.9
1,73,13897.34
1,32,11278.94
1,58,67654.13
2,74,6801
1,50,19177.66
1,24,3178.89
1,42,4285.5
2,55,3463.76
1,22,5102.47
1,37,19634.82
1,27,7999.66
1,31,15451.01
1,42,30184.86
1,54,10618.45
1,52,26434.19
1,56,24622.18
1,42,17595.12
1,60,35485.13
1,57,12188.96
2,54,13479.57
1,53,94687.63
1,48,9949.28
1,55,7407.95
1,56,71190.97
2,51,69612.38
2,48,27722.64
2,75,63542.76
1,51,154959.65
1,26,28173.9
1,59,12425.48
2,50,17608.69
1,27,21158.37
1,45,92399.86
1,45,16990.17
2,71,14039.6
1,47,37855.79
1,57,59930.8
1,26,18881.99
2,59,168413.41
2,83,5252.59
1,59,30672.09
2,78,41008.05
2,28,18342.39
2,69,54658.55
2,67,47240.9
1,51,158478.25
1,38,100081.91
1,49,118349.47
1,24,49402.16
1,52,24400.48
1,26,29347.81
1,30,40119.71
1,51,56388.83
1,47,48723.71
1,48,348809.12
1,80,23141.64
1,27,61796.08
1,33,16690.39
1,43,40344.73
2,48,39849.89
1,32,51833.61
1,30,170870.34
1,27,16654.88
1,35,50009.63
1,58,47054.34
1,33,25983.84
2,60,64502.1
1,50,42475.44
2,59,17119.55
2,32,105583.83
1,42,95924.77
2,31,48815.21
2,47,10032.76
1,56,48098.35
1,39,60788.23
1,56,145065
1,38,52778.61
1,25,25876.56
1,61,26318.36
1,46,53754.09
1,46,44631.13
2,48,30540.93
1,75,28893.73
1,60,94086.86
1,69,19566.46
2,55,15111.9
2,37,32906.41
1,54,14489.3
1,59,49645.14
2,27,30098.85
1,27,31638.84
1,36,49100.47
1,42,20085.24
2,27,17891.41
2,31,44880.93
1,30,24181.95
1,23,31942.62
1,41,164681.84
1,60,68109.98
2,42,116730.5
1,51,64629.63
1,31,124497.01
1,56,27295.07
1,39,66344.22
1,65,20210.28
1,29,40696.7
2,70,22372.11
1,25,41016.37
1,43,39309.83
1,18,16303.27
1,39,27609.8
1,47,29975.39
1,58,15713.11
2,41,22795.03
2,25,17905.53
1,57,76985.98
2,94,27356.07
2,79,23506.31
1,51,16387.16
1,79,101282.22
2,81,18462.11
2,76,18479.6
1,35,43638.29
2,59,38550.36
2,32,48003.57
1,51,36613.18
1,56,39959
2,83,20607
1,66,42760.24
2,54,37731.26
2,36,16278.67
1,43,44005.36
1,34,254103.22
1,32,53855.99
2,77,50317.3
1,88,60299.36
2,60,29651.6
1,67,77042.03
1,42,50488.4
2,45,60700.35
1,31,64907.68
1,71,30512.81
2,41,42621.91
1,31,92924.94
2,42,14840.59
2,44,33364.62
2,59,21548.84
1,53,31436.86
1,58,229257.71
1,55,58047.11
1,27,40826
2,61,18001.56
1,79,6609.39
1,60,13943.35
1,40,35264.72
2,51,68088.5
2,34,73555.72
1,47,98506.19
1,37,127861.79
2,67,32926.22
1,38,113488.37
1,40,48270.05
2,50,41416.91
1,53,43329.83
1,38,48592.28
1,70,25941.45
2,56,71094.26
1,63,107431.17
2,36,25832.27
1,53,56429.48
1,54,22060.95
1,42,34906.07
1,62,23569.04
1,56,38808.06
1,30,48537.02
1,58,29137.72
1,23,43821.7
1,66,37127.38
2,43,63842.6
2,57,39841.12
2,56,56581.16
1,46,42017.25
1,68,147399.9
1,57,79433.98
2,50,53419
1,54,634397.35
1,68,60365
2,61,24898.3
1,27,99719.49
2,68,41654.92
1,61,27369.8
2,45,25430
1,32,90385.6
2,54,37386.78
2,55,86149.17
1,24,24271.9
2,22,30815.21
2,43,44956.44
1,32,43011.91
1,30,54328.18
2,30,65298.9
1,66,55676.08
2,70,105325.54
1,60,568023.17
1,74,85272.89
2,51,63762.29
1,69,57836.06
2,77,134564.97
1,32,28664.2
1,44,38856.07
1,57,20064.6
2,71,34937.09
1,78,9962.47
1,43,56603.41
1,41,93312.82
1,27,43113.19
1,62,31577.26
1,20,62024.87
1,59,51722.92
1,62,26336.05
1,76,15392.04
1,24,41950.81
1,54,16770.49
2,74,9806.81
2,53,92141.77
1,25,103185.16
2,49,31756.41
2,58,157940.12
1,63,61466.95
1,27,27824.44
1,50,75603.33
1,46,108152.81
2,39,37570.27
1,62,61397.58
1,48,27158.07
1,63,15860.64
1,40,98827.83
1,24,28076.06
2,29,37048.09
1,41,80667.82
1,63,61936.59
2,62,18719.49
1,59,94322.73
1,38,79128.12
1,58,39568.87
1,57,32412.65
1,79,100666.16
1,78,86938.97
2,38,101060.64
1,74,19683.79
2,85,59231.91
1,39,57137.05
1,41,66461.75
1,55,119490.59
1,60,254977.03
1,51,93863.71
1,76,21220.64
1,75,21591.16
1,66,80059.58
1,66,95222.62
1,41,68523.19
1,44,101123.76
1,55,59008.04
1,72,129082.77
1,68,52668.29
1,56,35789.9
2,68,53150.72
2,30,58819.65
1,67,16721.31
1,50,108754.84
2,48,54245.87
2,53,40345.36
2,80,38653.09
1,32,119724.88
1,32,49891.3
1,68,173655.71
1,37,83114.75
1,53,308272.08
2,73,26272.89
1,39,82516.29
2,58,47978.54
1,72,72516.13
2,25,18929.34
2,24,31402.16
1,64,237528.04
1,57,178445.23
2,75,66594.3
1,57,84621.61
2,60,43613.04
1,52,118229.48
2,51,112137.92
1,61,33812.13
2,54,52004.34
2,85,96753.14
2,80,62056.43
1,54,29562.4
2,64,34028.21
2,59,34276.97
1,42,93029.58
1,48,37980.18
1,65,35091.16
2,61,114372.05
2,56,62285.24
2,77,35944.18
1,37,53227.85
2,20,8852.43
1,77,48565.53
1,66,87172.1
2,45,54442.6
1,75,17852.44
2,68,45583.74
1,81,28187.66
1,46,58890.54
2,47,78292.43
2,52,52110.48
1,71,25085.75
1,41,23967.39
2,66,47141.53
2,60,14888.33
1,48,46942.05
2,50,27083.61
2,74,39939.06
1,62,20389.62
1,27,36269.02
2,60,20875.2
2,75,28811.35
1,41,47519.79
1,59,35946.56
1,63,38792.76
2,25,59058.5
1,64,38483.58
2,43,27786.85
1,55,77973.23
2,70,50235.72
2,45,165924.47
1,36,16104.22
1,72,58387.95
1,84,24557.47
2,33,21277.16
1,72,26318.36
1,53,23739.81
1,64,31559.94
2,35,8559.76
1,71,58525.76
2,30,18368.92
1,33,52419.17
1,67,31427.09
1,78,40401.66
1,35,50884.06
1,68,32798.33
1,58,43155.7
1,40,62548.89
1,30,32255.23
1,43,10894.45
1,58,32264.75
1,74,11592.28
2,64,75026.94
2,62,100366.21
1,57,29881.7
1,25,61783.61
2,51,59283.98
2,54,119985.24
1,66,125090.9
2,52,175202.55
1,55,35735.69
2,63,91435.35
1,62,67307.49
1,28,42398.46
2,46,111847.64
1,80,47173.61
1,24,34795.07
1,71,32762.06
1,28,171470.67
2,83,13667.2
2,29,49815.53
2,72,87690.8
2,32,15955.28
1,63,45212.77
1,74,20897.18
1,57,36621.65
1,57,97030.81
2,78,15779.84
2,82,38707.02
2,52,44065.55
1,78,52598.33
1,52,105836.03
1,45,29508.19
1,58,12446.12
2,51,129284.45
2,62,78395.22
1,79,25165.47
2,62,31662.8
1,57,90192.67
2,60,85849.51
1,25,69892.42
2,78,16196.5
1,55,68024.55
1,28,25923.91
1,63,40992.27
1,31,79611.19
1,63,144111.94
2,53,49891.25
1,70,54194.15
1,48,59865.61
1,61,78150.39
2,46,21802.77
1,55,59032.5
2,46,120248.47
1,43,58135.79
2,51,133984.89
1,62,18335.27
1,38,32366.22
1,46,28369.56
2,44,51279.79
1,86,31648.28
2,39,76579.19
1,43,50311.46
2,59,80567.87
1,54,50151.32
2,42,83114.72
2,55,53712.81
1,42,181915.48
1,57,169831.9
1,65,13028.21
1,47,108573.51
1,31,42735.79
2,45,70696.68
2,84,25504.25
1,51,26112.45
1,33,16543.64
1,43,25988.73
1,55,16315.57
2,57,30697.18
1,55,29652.29
2,60,25377.04
1,41,10524.59
2,31,22278.67
2,52,13583.56
1,47,33295.07
2,65,5763.93
1,24,18663.93
1,29,90731.4
2,53,21993.42
1,57,34278.67
1,41,55573.74
1,63,64622.92
2,71,40475.38
1,67,28450.81
2,33,43721.28
1,31,55690.59
1,53,135861.3
1,23,65635.35
2,71,21558.92
2,48,59419.97
2,71,26911.12
2,53,49957.52
2,31,38701.26
2,42,29339.22
1,25,24220.61
1,35,31127.61
2,75,33518.04
1,29,76999.34
1,57,17398.83
2,77,19562.22
2,39,26483.49
1,40,23777.88
2,63,19910.45
1,28,91151.58
1,55,22403.72
1,32,18811
1,26,24260.84
2,44,30165.13
2,45,52298.22
1,50,57500.46
1,52,15590.15
2,61,14026.56
1,43,13121.3
1,51,28124.78
1,68,15940.25
1,56,64376.99
1,24,31969.54
2,46,48547.73
2,65,12356.99
1,37,64331.67
1,38,8011.47
1,58,59043.36
1,24,13303.24
1,42,27958.97
1,75,54590.1
1,32,53422.8
1,50,36587.41
1,68,35741.22
1,57,166426.2
1,54,130376.99
1,55,199475.4
1,23,28620.82
2,58,91838.41
1,72,33183.77
1,52,209200.25
2,78,13139.91
2,37,51784.7
2,52,23146.22
1,56,131250.17
1,45,148195.05
1,45,76942.59
1,49,31057.37
2,81,17385.23
1,34,19278.68
2,55,61551.52
1,55,137871.65
2,20,20883.78
1,20,16006.72
2,20,19806.28
1,41,29581.94
2,31,25204.91
1,83,13499.99
1,20,17754.09
1,25,32911.46
1,33,165038.49
2,24,34309.38
1,21,3182.29
2,49,27187.64
2,49,27545.33
1,49,5806.45
1,49,35154.27
1,39,978.26
1,47,77041.15
1,54,97609.09
1,75,20497.67
2,33,30149.35
2,34,41025.71
1,30,51885.67
2,34,706241.19
2,60,41228.62
1,54,75795.47
1,54,66638.46
2,36,40181.25
2,48,84467.28
2,59,36073.75
1,66,51098.34
1,28,42196.71
1,51,57245.88
1,53,24737.7
1,51,52254.09
1,25,29834.25
2,37,28809.29
1,52,16506.65
1,59,29295.3
2,28,56065.57
2,63,36122.92
1,66,163622.95
1,29,46219.65
1,31,42737.7
1,52,38360.65
1,28,72214.56
1,22,21461.35
2,41,49859.73
2,23,23135.85
2,46,32225.79
1,44,34549.17
1,27,44498.35
1,58,122581.94
1,28,64499.99
1,27,61622.93
1,57,31967.21
1,65,74480.34
1,42,64028.73
